Wavelength,Excitation,Emission
657,0,24.30482
658,0,23.71851
659,0,23.30793
660,0,23.02488
661,0,22.35614
662,0,22.3888
663,0,22.22084
664,0,21.74806
665,0,21.37947
666,0,21.57232
667,0,21.73406
668,0,21.46345
669,0,21.36859
670,0,20.82893
671,0,20.68585
672,0,20.44323
673,0,20.15241
674,0,20.04977
675,0,19.51166
676,0,19.58476
677,0,19.32504
678,0,18.74961
679,0,18.36703
680,0,17.8367
681,0,17.82737
682,0,17.0591
683,0,16.56143
684,0,16.23017
685,0,15.67185
686,0,15.38818
687,0,14.72986
688,0,14.54977
689,0,13.8112
690,0,13.84635
691,0,12.83048
692,0,12.82706
693,0,12.37325
694,0,11.8367
695,0,11.6902
696,0,11.37076
697,0,10.34215
698,0,10.41695
699,0,10.06781
700,0,9.622862
701,0,9.381959
702,0,9.002488
703,0,8.890513
704,0,7.917263
705,0,7.622084
706,0,7.746501
707,0,7.64168
708,0,7.021617
709,0,6.832815
710,0,6.56734
711,0,5.881804
712,0,6.279471
713,0,5.866719
714,0,5.822706
715,0,5.49238
716,0,5.560186
717,0,5.302177
718,0,4.949455
719,0,4.850389
720,0,4.32084
721,0,4.641057
722,0,4.312442
723,0,4.472006
724,0,4.255054
725,0,4.189114
726,0,3.948989
727,0,3.64479
728,0,3.75241
729,0,3.436703
730,0,3.53266
731,0,3.699845
732,0,3.317263
733,0,3.608087
734,0,3.1493
735,0,3.443235
736,0,3.097978
737,0,3.135303
738,0,2.77605
739,0,3.076205
740,0,2.915708
741,0,2.74339
742,0,3.128305
743,0,2.81182
744,0,2.777916
745,0,2.592224
746,0,2.687247
747,0,2.625816
748,0,2.344012
749,0,2.721773
750,0,0
751,0,0
752,0,0
753,0,0
754,0,0
755,0,0
756,0,0
757,0,0
758,0,0
759,0,0
760,0,0
761,0,0
762,0,0
763,0,0
764,0,0
765,0,0
766,0,0
767,0,0
768,0,0
769,0,0
770,0,0
771,0,0
772,0,0
773,0,0
774,0,0
775,0,0
776,0,0
777,0,0
778,0,0
779,0,0
780,0,0
781,0,0
782,0,0
783,0,0
784,0,0
785,0,0
786,0,0
787,0,0
788,0,0
789,0,0
790,0,0
791,0,0
792,0,0
793,0,0
794,0,0
795,0,0
796,0,0
797,0,0
798,0,0
799,0,0
800,0,0
801,0,0
802,0,0
803,0,0
804,0,0
805,0,0
806,0,0
807,0,0
808,0,0
809,0,0
810,0,0
811,0,0
812,0,0
813,0,0
814,0,0
815,0,0
816,0,0
817,0,0
818,0,0
819,0,0
820,0,0
821,0,0
822,0,0
823,0,0
824,0,0
825,0,0
826,0,0
827,0,0
828,0,0
829,0,0
830,0,0
831,0,0
832,0,0
833,0,0
834,0,0
835,0,0
836,0,0
837,0,0
838,0,0
839,0,0
840,0,0
841,0,0
842,0,0
843,0,0
844,0,0
845,0,0
846,0,0
847,0,0
848,0,0
849,0,0
850,0,0
851,0,0
852,0,0
853,0,0
854,0,0
855,0,0
856,0,0
857,0,0
858,0,0
859,0,0
860,0,0
861,0,0
862,0,0
863,0,0
864,0,0
865,0,0
866,0,0
867,0,0
868,0,0
869,0,0
870,0,0
871,0,0
872,0,0
873,0,0
874,0,0
875,0,0
876,0,0
877,0,0
878,0,0
879,0,0
880,0,0
881,0,0
882,0,0
883,0,0
884,0,0
885,0,0
886,0,0
887,0,0
888,0,0
889,0,0
890,0,0
891,0,0
892,0,0
893,0,0
894,0,0
895,0,0
896,0,0
897,0,0
898,0,0
899,0,0
900,0,0
901,0,0
902,0,0
903,0,0
904,0,0
905,0,0
906,0,0
907,0,0
908,0,0
909,0,0
910,0,0
911,0,0
912,0,0
913,0,0
914,0,0
915,0,0
916,0,0
917,0,0
918,0,0
919,0,0
920,0,0
921,0,0
922,0,0
923,0,0
924,0,0
925,0,0
926,0,0
927,0,0
928,0,0
929,0,0
930,0,0
931,0,0
932,0,0
933,0,0
934,0,0
935,0,0
936,0,0
937,0,0
938,0,0
939,0,0
940,0,0
941,0,0
942,0,0
943,0,0
944,0,0
945,0,0
946,0,0
947,0,0
948,0,0
949,0,0
950,0,0
951,0,0
952,0,0
953,0,0
954,0,0
955,0,0
956,0,0
957,0,0
958,0,0
959,0,0
960,0,0
961,0,0
962,0,0
963,0,0
964,0,0
965,0,0
966,0,0
967,0,0
968,0,0
969,0,0
970,0,0
971,0,0
972,0,0
973,0,0
974,0,0
975,0,0
976,0,0
977,0,0
978,0,0
979,0,0
980,0,0
981,0,0
982,0,0
983,0,0
984,0,0
985,0,0
986,0,0
987,0,0
988,0,0
989,0,0
990,0,0
991,0,0
992,0,0
993,0,0
994,0,0
995,0,0
996,0,0
997,0,0
998,0,0
999,0,0
